Autores,Nombre_Publicacion,Año_pub_edicion,Año_original,Desfasaje,Confianza,Nota
boudieu pierre,las estrategias de la reproducción social,2011,1980.0,31.0,alta,"""Las estrategias de la reproducción social"" de Pierre Bourdieu es una compilación de textos previos, siendo la edición de 2011 en español de Siglo XXI Editores. La obra original en francés que reúne g"
boudieu pierre,meditaciones pascalianas,1999,1997.0,2.0,alta,"La primera publicación original de ""Méditations pascaliennes"" de Pierre Bourdieu fue en 1997 en francés."
boudieu pierre,sociología y cultura,2002,1980.0,22.0,alta,"""Sociología y cultura"" es una compilación de textos de Pierre Bourdieu. El capítulo ""Algunas propiedades de los campos"" se publicó originalmente en francés como ""Quelques propriétés des champs"" en 198"
"lópez adriana, mota carlos guilherme",historia de brasil. una interpretación,2009,2009.0,0.0,alta,"La edición de 2009 de la Universidad de Salamanca es la primera publicación de esta obra, y se indica que es la primera historia de Brasil publicada en España."
"mackinnon maría moira, petrone mario alberto",populismo y neopopulismo en américa latina. el problema de la cenicienta,1998,1998.0,0.0,alta,"La obra ""Populismo y neopopulismo en América Latina. El problema de la Cenicienta"" es una compilación editada por Mackinnon y Petrone, y la fecha de su primera publicación original es 1998 por Eudeba."
magadán cecilia,nc,2013,2013.0,0.0,alta,La edición que tienes registrada (2013) es la primera edición original de la obra.
"bourdieu pierre, passeron jean-claude",los herederos. los estudiantes y la cultura,2003,1964.0,39.0,alta,"La obra ""Les héritiers, les étudiants et la culture"" de Pierre Bourdieu y Jean-Claude Passeron fue publicada originalmente en francés en 1964 por Les Éditions de Minuit."
"bourdieu pierre, passeron jean-claude",nc,2003,1964.0,39.0,alta,"La obra ""Les héritiers, les étudiants et la culture"" de Pierre Bourdieu y Jean-Claude Passeron fue publicada originalmente en francés en 1964 por Les Éditions de Minuit."
"bourdieu pierre, wacquant loic",respuestas por una antropología reflexiva,1995,1992.0,3.0,alta,"La obra ""Réponses, pour une anthropologie réflexive"" de Pierre Bourdieu y Loïc J.D. Wacquant fue publicada originalmente en francés por la editorial Seuil en 1992. La edición en español de Grijalbo de"
bourgois philippe,en busca de respeto. vendiendo crack en harlem,2010,1995.0,15.0,alta,"La primera publicación original de ""In Search of Respect: Selling Crack in El Barrio"" de Philippe Bourgois fue en inglés en 1995."
mancuso hugo,nc,2005,2005.0,0.0,alta,Todas las fuentes indican que la edición de Paidós de 2005 es la primera publicación de esta obra de Hugo Mancuso.
"mandrini raúl, ortelli sara","colonización, resistencia y mestizaje en las américas (siglos xvi - xx)",2002,2002.0,0.0,alta,"El capítulo ""Los Araucanos de las Pampas (c. 1700 - 1850)"" de Mandrini y Ortelli fue publicado originalmente en la compilación ""Colonización, resistencia y mestizaje en las Américas (siglos XVI-XX)"" e"
manin bernard,los principios del gobierno representativo,1998,1995.0,3.0,alta,"La obra ""Los principios del gobierno representativo"" de Bernard Manin fue publicada originalmente en francés en 1995 bajo el título ""Principes du gouvernement représentatif"" por Calmann-Lévy."
mankiw gregory,nc,2012,1997.0,15.0,alta,"La primera edición original de ""Principles of Economics"" de N. Gregory Mankiw se publicó en 1997 por Harcourt."
mann michael,desarrollo económico. revista de ciencias sociales,2004,2004.0,0.0,alta,"El artículo ""La crisis del estado nación en América Latina"" de Michael Mann fue publicado en la revista ""Desarrollo Económico. Revista de Ciencias Sociales"", vol. 44, núm. 174, en julio-septiembre de "
mann michael,lecturas sobre el estado y las políticas públicas. retomando el debate de ayer para fortalecer el actual,2007,1984.0,23.0,alta,"El capítulo ""El poder autónomo del Estado: sus orígenes, mecanismos y resultados"" de Michael Mann fue publicado originalmente en inglés en 1984 en la revista *European Journal of Sociology / Archives "
manzano valeria,"la era de la juventud en argentina. cultura, política y sexualidad desde perón hasta videla",2017,2014.0,3.0,alta,"La primera edición en inglés, con el título original ""The Age of Youth in Argentina: Culture, Politics, and Sexuality from Perón to Videla"", fue publicada en 2014 por The University of North Carolina "
manzano virginia,v jornadas de sociología de la unlp,2008,2008.0,0.0,alta,"El artículo ""Ocupar para negociar"" de Virginia Manzano fue presentado en las V Jornadas de Sociología de la UNLP, que se realizaron en diciembre de 2008."
mahmood saba,descolonizando el feminismo: teorías y prácticas desde los márgenes,2008,2001.0,7.0,alta,"El capítulo ""Teoría feminista y el agente social dócil: algunas reflexiones sobre el renacimiento islámico en Egipto"" de Saba Mahmood fue publicado originalmente en inglés en la revista *Cultural Anth"
mahmood saba,revista etnográfica,2006,2006.0,0.0,alta,"El artículo ""Teoría feminista, agência e sujeito liberatório: algunas reflexôes sobre o revivalismo islâmico no Egipto"" de Saba Mahmood fue publicado en la Revista Etnográfica, Vol. X (1) en 2006."
"mainwaring scott, pérez liñan aníbal",américa latina hoy,2014,2014.0,0.0,alta,"El capítulo ""La supervivencia de la democracia en América Latina (1945-2005)"" de Mainwaring y Pérez-Liñán fue publicado en la revista ""América Latina Hoy"" en 2014, volumen 68."
malagamba romina,jornadas de estudios políticos,2014,2014.0,0.0,alta,"El artículo fue presentado en las V Jornadas de Estudios Políticos de la UNGS en septiembre de 2014, lo que indica que esa es su primera publicación."
malamud andrés,lo que vendrá,2013,2006.0,7.0,alta,"El artículo ""¿Qué (no) es la ciencia política y a qué (no) se dedica?"" de Andrés Malamud fue publicado originalmente en la revista ""Lo que vendrá"", vol. 4, núm. 5, en Buenos Aires por la UBA en 2006. "
malamud andrés,revista uruguaya de ciencia política,2004,2004.0,0.0,alta,"El artículo ""El bipartidismo argentino: evidencias y razones de una persistencia (1983-2003)"" de Andrés Malamud fue publicado en la Revista Uruguaya de Ciencia Política, volumen 14, número 1, en el añ"
"boniolo paula, dalle pablo, elbert rodolfo, sautu ruth","manual de metodología. construcción
del marco teórico, formulación de los objetivos y elección de la metodología",2005,2005.0,0.0,alta,"La edición de CLACSO de 2005 es la primera publicación original de este manual, resultado de un curso dictado en 2004."
bonnin juan eduardo,diccionario crítico de ciencias sociales,2009,2008.0,1.0,alta,"El capítulo ""Análisis del discurso"" de Juan Eduardo Bonnin fue publicado en el ""Diccionario crítico de ciencias sociales"" en 2008."
"boltanski luc, thévenot laurent",economía de las convenciones,1994,1987.0,7.0,alta,"El capítulo ""Las ciencias sociales y la legitimidad del acuerdo"" es parte de una obra más amplia que se publicó por primera vez en 1987 bajo el título ""Les économies de la grandeur"". La obra completa "
"bonazzi mariana, vommaro gabriel, malagamba romina",revista mexicana de sociología,2023,2023.0,0.0,alta,"El artículo fue publicado en la Revista Mexicana de Sociología en 2023, siendo esta su primera publicación."
marafioti roberto,nc,2003,2003.0,0.0,alta,"Múltiples fuentes indican que la primera edición de ""Los patrones de la argumentación. La argumentación en los clásicos y en el siglo XX"" de Roberto Marafioti fue publicada por Editorial Biblos en 200"
marcus george,alteridades,2001,1995.0,6.0,alta,"El capítulo ""Etnografía en/del sistema mundo. El surgimiento de la etnografía multilocal"" de George E. Marcus fue publicado originalmente en inglés como ""Ethnography in/of the World System: The Emerge"
marcuse herbert,el hombre unidimensional,1993,1964.0,29.0,alta,"La obra ""El hombre unidimensional"" de Herbert Marcuse fue publicada originalmente en inglés en 1964 bajo el título ""One-Dimensional Man: Studies in the Ideology of Advanced Industrial Society""."
marentes maximiliano,question,2020,2020.0,0.0,alta,"El artículo ""Mucho más que dos"" o la pareja como red. amor gay en producciones culturales argentinas contemporáneas de Maximiliano Marentes fue publicado en la revista Question en enero de 2020."
margulis linn,planeta simbiótico. un nuevo punto de vista sobre la evolución,1998,1998.0,0.0,alta,"Varias fuentes indican que la primera edición original en inglés de ""Symbiotic Planet: A New Look at Evolution"" de Lynn Margulis fue publicada en 1998 por Basic Books."
margulis mario,la segregación negada. cultura y discriminación social,1999,1998.0,1.0,alta,"La obra ""La segregación negada. Cultura y discriminación social"" de Mario Margulis y Marcelo Urresti (y otros) fue publicada originalmente por Editorial Biblos en 1998. Aunque algunas fuentes citan 19"
mariana luzzi,"más allá de la gran división. sociología, economía y etnografía",2009,2009.0,0.0,alta,"La edición que tienes registrada (2009, Antropofagia) es la primera publicación original de la compilación ""Más allá de la gran división. Sociología, economía y etnografía""."
mario silvia,"la argentina en el siglo xxi: cómo somos, vivimos y convivimos en una sociedad desigual: encuesta nacional sobre la estructura social",2018,2018.0,0.0,alta,"El capítulo ""Servicios de salud: cobertura, acceso y utilización"" de Mario Silvia forma parte del libro ""La Argentina en el siglo XXI: cómo somos, vivimos y convivimos en una sociedad desigual: encues"
marradi alberto,metodología de las ciencias sociales,2018,2007.0,11.0,alta,"La primera edición de ""Metodología de las ciencias sociales"" de Marradi, Archenti y Piovani fue publicada por Emecé Editores en abril de 2007 en Buenos Aires, Argentina."
marshall thomas humphrey,ciudadanía y clase social,1998,1950.0,48.0,alta,"El ensayo ""Citizenship and Social Class"" de T.H. Marshall fue publicado por primera vez en 1950 como parte de una colección de ensayos titulada ""Citizenship and Social Class and Other Essays"" por Camb"
martineau harriet,cómo observar la moral y las costumbres,2022,1838.0,184.0,alta,"La obra ""How to Observe Morals and Manners"" de Harriet Martineau fue publicada originalmente en 1838."
martuccelli danilo,introducción heterodoxa a las ciencias sociales,2020,2020.0,0.0,alta,"Todas las fuentes indican que la primera publicación de ""Introducción heterodoxa a las ciencias sociales"" de Danilo Martuccelli fue en 2020 por Siglo XXI Editores."
"martín pablo félix, raggio liliana","runa, archivo para las ciencias del hombre",2020,2020.0,0.0,alta,"El artículo ""Antropólogos y agentes institucionales. La gestión en el Estado desde adentro: los noventa y las primeras décadas del presente siglo"" de Raggio, Liliana y Martín, Pablo Félix, fue publica"
martínez garcía josé saturnino,revista internacional de sociología,2017,2017.0,0.0,alta,"El artículo ""El habitus. Una revisión analítica"" de José Saturnino Martínez García fue publicado en la Revista Internacional de Sociología en el volumen 75, número 3, en 2017."
blommaert jan,current anthropology,2009,2009.0,0.0,alta,"El artículo ""Language, Asylum, and the National Order"" de Jan Blommaert fue publicado en la revista Current Anthropology en agosto de 2009 (volumen 50, número 4)."
blommaert jan,nc,2005,2004.0,1.0,alta,"Varias fuentes indican que la primera publicación de ""Discourse: A Critical Introduction"" de Jan Blommaert fue en 2004 o 2005. Goodreads menciona el 1 de diciembre de 2004 como la fecha de la primera "
blázquez gustavo,estudios en antropología social,2008,2008.0,0.0,alta,"El artículo ""Negros de alma. Raza y procesos de subjetivación juveniles en torno a los bailes de cuarteto (Córdoba, Argentina)"" de Gustavo Blázquez fue publicado en el Vol. 1, No 1 de la revista ""Estu"
bobbio norberto,derecha e izquierda. razones y significados de una distinción política,1996,1994.0,2.0,alta,"La obra ""Destra e sinistra. Ragioni e significati di una distinzione politica"" de Norberto Bobbio fue publicada originalmente en italiano por Donzelli en 1994."
bobbio norberto,diccionario de ciencia política,2000,1976.0,24.0,alta,"La primera edición original del ""Dizionario di Politica"" de Norberto Bobbio, Nicola Matteucci y Gianfranco Pasquino fue publicada en italiano en 1976."
bobbio norberto,liberalismo y democracia,1996,1985.0,11.0,alta,"La obra ""Liberalismo y democracia"" de Norberto Bobbio fue publicada originalmente en italiano en 1985 bajo el título ""Liberalismo e democrazia""."
boccara guillaume,"colonización, resistencia y mestizaje en las américas (siglos xvi - xx)",2002,2002.0,0.0,alta,"La obra ""Colonización, resistencia y mestizaje en las Américas (siglos XVI-XX)"" de Guillaume Boccara fue publicada originalmente en 2002 por IFEA y Ediciones Abya-Yala."
"boczkowski pablo, mitchelstein eugenia","el entorno digital: breve manual para entender cómo vivimos, aprendemos, trabajamos y pasamos el tiempo libre hoy",2022,2022.0,0.0,alta,"Todas las fuentes indican que la primera publicación original de ""El entorno digital: Breve manual para entender cómo vivimos, aprendemos, trabajamos y pasamos el tiempo libre hoy"" de Boczkowski y Mit"
boeri marcelo,estudios públicos,2012,2012.0,0.0,alta,"El artículo ""Forma, función y realidad: Observaciones sobre la noción platónica y aristotélica de forma"" de Marcelo D. Boeri fue publicado en la revista Estudios Públicos, Nº 128, en el año 2012."
bohannan laura,constructores de otredad. una introducción a la antropología social y cultural,2002,1966.0,36.0,alta,"El capítulo ""Shakespeare en la selva"" de Laura Bohannan se publicó originalmente como artículo en la revista Natural History en 1966. La obra ""Constructores de otredad"" es una compilación cuya primera"
bohoslavsky ernesto,taller de reflexión sobre américa latina,2009,2009.0,0.0,alta,"El capítulo ""Qué es América Latina? El nombre, la cosa y las complicaciones para hablar de ellos"" de Ernesto Bohoslavsky fue presentado como ponencia en el ""Taller de Reflexión sobre América Latina"" ("
"boix ornela alejandra, semán pablo",revista latinoamericana de metodología de las ciencias sociales,2019,2019.0,0.0,alta,"El artículo ""Etnografía, mediaciones y pragmatismo"" de Boix Ornela y Semán Pablo fue publicado en la Revista Latinoamericana de Metodología de las Ciencias Sociales (RELMECS), Volumen 9, Número 1, en "
"boixadós rosana, ferrari bisceglia natalia",mundo de antes,2022,2022.0,0.0,alta,"El capítulo/artículo ""Relatos de la guerra calchaquí. Las cartas al rey del gobernador Albornoz y otras fuentes en la relectura del proceso rebelde en la gobernación del Tucumán (1630 - 1637)"" fue pub"
boltanski luc,el amor y la justicia como competencias. tres ensayos de sociología de la acción,2000,1990.0,10.0,alta,"La obra ""L'amour et la justice comme compétences. Trois essais de sociologie de l'action"" de Luc Boltanski fue publicada originalmente en francés por Éditions Métailié en 1990."
"boltanski luc, chiapello eve",el nuevo espíritu del capitalismo,2002,1999.0,3.0,alta,"La obra ""El nuevo espíritu del capitalismo"" de Boltanski y Chiapello se publicó originalmente en francés en diciembre de 1999."
"boltanski luc, chiapello eve",nc,2002,1999.0,3.0,alta,"La obra ""Le nouvel esprit du capitalisme"" de Boltanski y Chiapello fue publicada originalmente en francés por Gallimard en 1999."
"mastronardi bárbara, vázquez mauro",escribir lo social. entre los géneros académicos y sus fronteras,2023,2023.0,0.0,alta,"La obra ""Escribir lo social. Entre los géneros académicos y sus fronteras"" es una compilación publicada en 2023 por UNSAM Edita. El capítulo ""Los géneros académicos"" de Mastronardi y Vázquez forma par"
"mastronardi bárbara, vázquez mauro",la escritura en ciencias sociales,2023,2023.0,0.0,alta,"La obra ""La escritura en ciencias sociales"" de Mastronardi y Vázquez, que incluye el capítulo ""Los géneros académicos"", fue publicada por UNSAM Edita en 2023. Se trata de una compilación o libro edita"
mateu anna,mètode: revista de difusión de la investigación,2022,2022.0,0.0,alta,"La entrevista fue publicada en el Vol. 2, Nº. 113 de la revista Mètode en 2022, que es una revista de difusión de la investigación."
mauss marcel,marcel mauss. a centenary tribute,1998,1930.0,68.0,alta,"""Un autorretrato intelectual"" de Marcel Mauss fue un manuscrito no publicado originalmente en 1930. La edición de 1998 es una traducción."
maxwell joseph,qualitative research design. an interactive approach,1996,1996.0,0.0,alta,La edición que tengo registrada (1996) es la primera publicación original en inglés.
mcadam doug,"movimientos sociales: perspectivas comparadas. oportunidades políticas, estructuras de movilización y marcos interpretativos culturales",1999,1999.0,0.0,alta,"La edición de 1999 de ""Movimientos sociales: perspectivas comparadas. Oportunidades políticas, estructuras de movilización y marcos interpretativos culturales"" de McAdam, McCarthy y Zald, publicada po"
mcgee deutsch sandra,"las derechas. la extrema derecha en la argentina, el brasil y chile, 1890-1939",2005,1999.0,6.0,alta,"La primera publicación original de ""Las derechas: The Extreme Right in Argentina, Brazil, and Chile, 1890-1939"" de Sandra McGee Deutsch fue en inglés por Stanford University Press en 1999. La edición "
mead george,"espíritu, persona y sociedad. desde el punto de vista del conductismo social",1993,1934.0,59.0,alta,"La obra ""Espíritu, persona y sociedad"" de George Herbert Mead fue publicada póstumamente en 1934, compilada a partir de sus notas de clase y manuscritos por sus estudiantes."
mead george,reis,1991,1925.0,66.0,alta,"El capítulo ""La génesis del self y el control social"" de George Herbert Mead fue publicado originalmente como un artículo en *The International Journal of Ethics* en 1925."
martínez salgado carolina,ciência & saúde coletiva,2012,2012.0,0.0,alta,"El artículo ""El muestreo en investigación cualitativa. Principios básicos y algunas controversias"" de Carolina Martínez Salgado fue publicado en la revista Ciência & Saúde Coletiva en el volumen 17, n"
masotta carlos,iluminuras,2013,2013.0,0.0,alta,"El artículo ""¿Quién necesita imágenes? Notas sobre la ansiedad etnográfica"" de Carlos Masotta fue publicado en la revista Iluminuras en marzo de 2013."
masson laura,feministas en todas partes,2007,2007.0,0.0,alta,"La obra ""Feministas en todas partes: una etnografía de espacios y narrativas feministas en Argentina"" de Laura Masson fue publicada originalmente por Prometeo Libros en 2007."
masson laura,la política en femenino. género y poder en la provincia de buenos aires,2004,2004.0,0.0,alta,"Múltiples fuentes indican que la primera edición de ""La política en femenino. Género y poder en la provincia de Buenos Aires"" de Laura Masson fue publicada en 2004 por Editorial Antropofagia."
masson sabine,"prácticas otras de conocimiento(s). entre crisis, entre guerras",2018,2015.0,3.0,alta,"El capítulo de Sabine Masson fue publicado originalmente en la edición impresa de ""Prácticas otras de conocimiento(s). Entre crisis, entre guerras"" en diciembre de 2015."
mastrangelo andrea,de prácticas y discursos. cuadernos de ciencias sociales,2013,2013.0,0.0,alta,"El artículo fue publicado en la revista ""De Prácticas y Discursos. Cuadernos de Ciencias Sociales"" en 2013, Vol. 2, Núm. 2."
blois pedro,"medio siglo de sociología en la argentina. ciencia, profesión y política (1957-2007)",2018,2018.0,0.0,alta,Todas las fuentes indican que la edición de Eudeba de 2018 es la primera publicación de esta obra.
moniz bandeira luiz alberto,de martí a fidel. la revolución cubana y américa latina,2008,1998.0,10.0,alta,"La primera edición original de ""De Martí a Fidel: A Revolução Cubana e a América Latina"" de Luiz Alberto Moniz Bandeira fue publicada en portugués por Civilização Brasileira en 1998."
moore henrietta,antropología y feminismo,2009,1988.0,21.0,alta,"La obra ""Feminism and Anthropology"" de Henrietta L. Moore fue publicada originalmente en inglés en 1988 por Polity Press. La edición en español ""Antropología y feminismo"" de Cátedra es una traducción "
mellado gómez diego,resonancias revista de filosofía,2020,2020.0,0.0,alta,"El artículo ""Variaciones chamánicas: un viaje conceptual más allá de lo humano"" de Diego Mellado Gómez fue publicado en la revista ""Resonancias. Revista de Filosofía"" en el número 8, correspondiente a"
melucci alberto,los nuevos movimientos sociales: de la ideología a la identidad,1994,1994.0,0.0,alta,"El capítulo ""¿Qué hay de nuevo en los nuevos movimientos sociales?"" de Alberto Melucci fue publicado originalmente en español en la compilación ""Los nuevos movimientos sociales: de la ideología a la i"
melé patrice,el derecho a la ciudad en américa latina,2016,2016.0,0.0,alta,"El capítulo ""¿Qué producen los conflictos urbanos?"" de Patrice Melé fue publicado originalmente en 2016 como parte de la obra ""El derecho a la ciudad en América Latina. Visiones desde la política"", ed"
mendizabal nora,estrategias de investigación cualitativa,2006,2006.0,0.0,alta,"El capítulo ""Los componentes del diseño flexible en la investigación cualitativa"" de Nora Mendizábal fue publicado originalmente en la obra ""Estrategias de investigación cualitativa"", coordinada por I"
menéndez eduardo,alteridades,2001,2001.0,0.0,alta,"El artículo ""Biologización y racismo en la vida cotidiana"" de Eduardo Menéndez fue publicado en la revista Alteridades, vol. 11, núm. 21, en enero-junio de 2001."
menéndez eduardo,conferencia inaugural de la conmemoración del 50° aniversario de la carrera de ciencias antropológicas,2008,2008.0,0.0,alta,"El artículo ""Las furias y las penas. O de cómo fue y podría ser la antropología"" de Eduardo Menéndez fue la conferencia inaugural de la conmemoración del 50° aniversario de la carrera de Ciencias Antr"
menéndez eduardo,"diagnóstico sobre el hambre en sudzal, yucatán. un ensayo de antropología aplicada",2006,1982.0,24.0,alta,"La obra ""Diagnóstico sobre el hambre en Sudzal, Yucatán: un ensayo de antropología aplicada"" de Eduardo Menéndez fue originalmente su tesis de maestría en ciencias antropológicas en la ENAH en 1982."
merklen denis,pobres ciudadanos,2010,2005.0,5.0,alta,"La primera edición de ""Pobres ciudadanos: las clases populares en la era democrática (Argentina 1983-2003)"" de Denis Merklen fue publicada por Editorial Gorla en 2005."
merklen denis,pobres ciudadanos. las clases populares en la era democrática,2005,2005.0,0.0,alta,"Múltiples fuentes indican que la primera edición de ""Pobres ciudadanos. Las clases populares en la era democrática"" de Denis Merklen fue publicada en 2005 por Editorial Gorla en Buenos Aires."
merton robert king,teoría y estructura sociales,2002,1949.0,53.0,alta,"La obra ""Social Theory and Social Structure"" de Robert K. Merton, que incluye el capítulo ""Funciones manifiestas y funciones latentes"", fue publicada originalmente en inglés en 1949."
"mesturini silvia, lozonczy anne-marie",religião e sociedade,2010,2010.0,0.0,alta,"El artículo ""La selva viajera. Rutas del chamanismo ayahuasquero entre Europa y América"" de Lozonczy y Mesturini fue publicado en la revista ""Religião e Sociedade"" en el volumen 30, número 2, en el añ"
"meyer michael, wodak ruth",nc,2004,2001.0,3.0,alta,"La edición original en inglés, ""Methods of Critical Discourse Analysis"", fue publicada por Sage en 2001."
mignolo walter,la colonialidad del saber: eurocentrismo y ciencias sociales,2000,2000.0,0.0,alta,"El capítulo ""La colonialidad a lo largo y a lo ancho: el hemisferio occidental en el horizonte colonial de la modernidad"" de Walter Mignolo fue publicado originalmente en la compilación ""La colonialid"
milanesio natalia,"cuando los trabajadores salieron de compras. nuevos consumidores, publicidad y cambio cultural durante el primer peronismo",2014,2014.0,0.0,alta,"La obra ""Cuando los trabajadores salieron de compras. Nuevos consumidores, publicidad y cambio cultural durante el primer peronismo"" de Natalia Milanesio fue publicada originalmente en 2014 por Siglo "
"blecher marc, schmitter philippe",la política como ciencia,2022,2020.0,2.0,alta,"La obra original en inglés, ""Politics as a Science: A Prolegomenon"", fue publicada por Routledge en 2020."
bloch marc,apología para la historia o el oficio de historiador,2001,1949.0,52.0,alta,"La obra fue redactada entre 1940 y 1943, pero publicada póstumamente en 1949 por Lucien Febvre."
millenaar verónica,género y nuevas tecnologías en argentina. estrategias de formación y trayectorias laborales de mujeres,2023,2023.0,0.0,alta,"La obra ""Género y nuevas tecnologías en Argentina: estrategias de formación y trayectorias laborales de mujeres"" de Verónica Millenaar figura como un ""Documento Técnico"" publicado en diciembre de 2023"
miller daniel,etnografías contemporáneas,2019,2019.0,0.0,alta,"El capítulo ""Cómo y por qué el mundo cambió las redes sociales"" de Daniel Miller fue publicado en 2019 en la revista ""Etnografías Contemporáneas"", Vol. 5, N° 9."
mills wright charles,la imaginación sociológica,2003,1959.0,44.0,alta,"La obra ""La imaginación sociológica"" de C. Wright Mills fue publicada originalmente en 1959 por Oxford University Press."
mills wright charles,nc,2012,1956.0,56.0,alta,"El capítulo ""Los altos círculos"" es el primer capítulo del libro ""La élite del poder"" (The Power Elite) de C. Wright Mills, publicado originalmente en inglés en 1956."
milstein diana,,2023,2003.0,20.0,alta,"La obra es una publicación de la tesis de maestría de Diana Milstein, defendida en 2002, y fue publicada como libro por Miño y Dávila en 2003."
milstein diana,nc,2003,2003.0,0.0,alta,La edición que tengo registrada (2003) es la primera edición original del libro.
miner horace,american anthropologist,2006,1956.0,50.0,alta,"El artículo ""Body Rituals Among the Nacirema"" de Horace Miner fue publicado originalmente en la revista American Anthropologist, Vol. 58, No. 3, en junio de 1956."
miotti egidio,estudios sobre financierización en américa latina,2018,2018.0,0.0,alta,"El capítulo de Miotti forma parte de una compilación de la CEPAL publicada en 2018, siendo esta la primera publicación del capítulo."
miró carmen,notas de población,2023,1982.0,41.0,alta,"El artículo ""Los derechos humanos y las políticas de población"" de Carmen Miró fue publicado originalmente en la revista Notas de Población en marzo de 1982."
mitchell clyde,antropología social de las sociedades complejas,1999,1966.0,33.0,alta,"El capítulo ""Orientaciones teóricas de los estudios urbanos en África"" de J. Clyde Mitchell fue publicado originalmente en 1966 en la compilación ""The Social Anthropology of Complex Societies"" editada"
mohanty chandra,descolonizando el feminismo: teorías y prácticas desde los márgenes,2008,1984.0,24.0,alta,"El capítulo ""Bajo los ojos de occidente. Academia feminista y discurso colonial"" de Chandra Mohanty fue publicado originalmente en inglés como ""Under Western Eyes: Feminist Scholarship and Colonial Di"
molina joaquín,nc,2024,2026.0,-2.0,alta,La obra fue publicada como artículo en la revista Astrolabio en enero de 2026.
molinié antoinette,"el regreso de lo indígena. retos, problemas y perspectivas",2009,2009.0,0.0,alta,"El capítulo ""Del Inca nacional a la Internacional inca"" de Antoinette Molinié fue publicado en la obra ""El regreso de lo indígena. Retos, problemas y perspectivas"" en 2009."
motta gustavo,revista de humanidades,2014,2014.0,0.0,alta,El artículo fue publicado en la Revista de Humanidades en 2014.
motta gustavo,sociedad y religión,2016,2016.0,0.0,alta,"El capítulo/artículo ""Las redes en las élites. Un enfoque alternativo para abordar la construcción de poder intrainstitucional: el caso de la Conferencia Episcopal Argentina (1999-2005)"" de Gustavo Mo"
moya marian,etnografías contemporáneas,2015,2015.0,0.0,alta,"El capítulo/artículo ""Antropología Aplicada: Del recurso utilitario al compromiso para la transformación"" de Marian Moya fue publicado en el volumen 1, número 1 de la revista ""Etnografías Contemporáne"
"murillo maría victoria, oliveros virginia",revista de ciencia política (santiago),2024,2024.0,0.0,alta,"El artículo ""Argentina 2023: La irrupción de Javier Milei en la política argentina"" de Murillo y Oliveros fue publicado en la Revista de Ciencia Política (Santiago) en 2024."
muscchielli laurente,revista española de investigación criminológica,2010,2010.0,0.0,alta,"El artículo fue publicado en la Revista Española de Investigación Criminológica en 2010, y el manuscrito fue recibido el 11 de marzo de 2010 y publicado el 22 de junio de 2010."
"betrián villas ester, galitó gispert núria, garcía merino núria, jové monclús glòria, macarulla garcía marta","revista iberoamericana sobre calidad, eficacia y cambio en educación",2013,2013.0,0.0,alta,"El artículo ""La triangulación múltiple como estrategia metodológica"" fue publicado en la Revista Iberoamericana sobre Calidad, Eficacia y Cambio en Educación, Vol. 11, Nº. 4, en 2013."
"bhavnani kum-kum, coulson margaret",otras inapropiadas,2004,1986.0,18.0,alta,"El capítulo ""Transformar el feminismo socialista. El reto del racismo"" de Kum-Kum Bhavnani y Margaret Coulson fue publicado originalmente en inglés como ""Transforming Socialist-Feminism: The Challenge"
bidaseca karina,la nación y sus mujeres: crítica poscolonial y feminismo,2023,2023.0,0.0,alta,"La obra ""La nación y sus mujeres: crítica poscolonial y feminismo"" de Karina Bidaseca fue publicada por El Mismo Mar en 2023."
bidaseca karina,la revolución será feminista o no será. la piel del arte feminista descolonial,2018,2018.0,0.0,alta,"Múltiples fuentes indican que la primera edición de ""La revolución será feminista o no será. La piel del arte feminista descolonial"" de Karina Bidaseca fue publicada por Prometeo en 2018."
bidaseca karina,"nakba. palestina, 1948, y los reclamos de la memoria",2017,2007.0,10.0,alta,La edición que tengo registrada (2017) es una traducción al español de un libro publicado originalmente en inglés en 2007.
bidaseca karina,nc,2021,2021.0,0.0,alta,"La obra ""Ana Mendieta. Pájarodelocéano"" de Karina Bidaseca fue publicada por la editorial El Mismo Mar en 2021."
bidaseca karina,perturbando el texto colonial. los estudios (pos) coloniales en américa latina,2019,2010.0,9.0,alta,"Múltiples fuentes indican que la primera publicación de ""Perturbando el texto colonial. Los estudios (pos) coloniales en América Latina"" de Karina Bidaseca fue en 2010 por Editorial SB. El capítulo 1,"
"bidaseca karina, sierra marta",el amor como una poética de la relación. discusiones feministas y artivismos descoloniales,2022,2022.0,0.0,alta,"La obra es una compilación coordinada por Karina Bidaseca y Marta Sierra, publicada por CLACSO y El Mismo Mar en mayo de 2022."
bijker wiebe,"actos, actores y artefactos. sociología de la tecnología",2008,1984.0,24.0,alta,"El capítulo ""La construcción social de hechos y de artefactos: o acerca de cómo la sociología de la ciencia y la sociología de la tecnología pueden beneficiarse mutuamente"" fue publicado originalmente"
"binstock georgina, cerrutti marcela",la sociedad argentina hoy. radiografía de una nueva estructura,2016,2016.0,0.0,alta,"El capítulo ""La población y la estructura social"" de Binstock y Cerrutti fue publicado en la compilación ""La sociedad argentina hoy. Radiografía de una nueva estructura"" en 2016."
biocca mercedes,voces en el fénix,2018,2018.0,0.0,alta,"El artículo ""Entre la inclusión y la exclusión. Experiencias en una comunidad rural qom durante la Argentina posneoliberal"" de Mercedes Biocca fue publicado en la revista ""Voces en el Fénix"", número 7"
